,Imagem,Nome,Descrição,Preço,Profissão Pescador (+25%),Profissão Mestre Pescador (+50%),Localização,Hora,Estação,Clima,Tamanho (cm),Dificuldade e Comportamento,Base XPg,Usado em,Unnamed: 14
408,,250 ouros,,,,,,,,,,,,,
409,,312 ouros,,,,,,,,,,,,,
410,,375 ouros,,,,,,,,,,,,,
411,,500 ouros,,,,,,,,,,,,,
412,,300 ouros,,,,,,,,,,,,,
413,,375 ouros,,,,,,,,,,,,,
414,,450 ouros,,,,,,,,,,,,,
415,,600 ouros,,,,,,,,,,,,,
416,,Salmão híbrido,Um salmão híbrido raro e estéril.,150 ouros  187 ouros  225 ouros  300 ouros,187 ouros  233 ouros  281 ouros  375 ouros,225 ouros  280 ouros  337 ouros  450 ouros,Rio (Cidade+Floresta),6:00 - 19:00,Outono  Inverno,Qualquer,25-53,60 dardo,23.0,Conjunto Peixes de Rio,
417,,150 ouros,,,,,,,,,,,,,
418,,187 ouros,,,,,,,,,,,,,
419,,225 ouros,,,,,,,,,,,,,
420,,300 ouros,,,,,,,,,,,,,
421,,187 ouros,,,,,,,,,,,,,
422,,233 ouros,,,,,,,,,,,,,
423,,281 ouros,,,,,,,,,,,,,
424,,375 ouros,,,,,,,,,,,,,
425,,225 ouros,,,,,,,,,,,,,
426,,280 ouros,,,,,,,,,,,,,
427,,337 ouros,,,,,,,,,,,,,
428,,450 ouros,,,,,,,,,,,,,
429,,Peixe-gato,Um parente do bagre que se alimenta do fundo de lagos.,75 ouros  93 ouros  112 ouros  150 ouros,93 ouros  116 ouros  140 ouros  187 ouros,112 ouros  139 ouros  168 ouros  225 ouros,Lago da Montanha,Qualquer hora,Todas Estações,Qualquer,30-79,46 suave,18.0,Conjunto Peixes de Lago,
430,,75 ouros,,,,,,,,,,,,,
431,,93 ouros,,,,,,,,,,,,,
432,,112 ouros,,,,,,,,,,,,,
433,,150 ouros,,,,,,,,,,,,,
434,,93 ouros,,,,,,,,,,,,,
435,,116 ouros,,,,,,,,,,,,,
436,,140 ouros,,,,,,,,,,,,,
437,,187 ouros,,,,,,,,,,,,,
438,,112 ouros,,,,,,,,,,,,,
439,,139 ouros,,,,,,,,,,,,,
440,,168 ouros,,,,,,,,,,,,,
441,,225 ouros,,,,,,,,,,,,,
442,,Tilápia,Um peixe herbívoro que prefere água quente.,75 ouros  93 ouros  112 ouros  150 ouros,93 ouros  116 ouros  140 ouros  187 ouros,112 ouros  139 ouros  168 ouros  225 ouros,Oceano  Rios da  Ilha Gengibre,6:00 - 14:00,Verão  Outono,Qualquer,28-79,50 misto,19.0,Conjunto Peixes de Oceano,
443,,75 ouros,,,,,,,,,,,,,
444,,93 ouros,,,,,,,,,,,,,
445,,112 ouros,,,,,,,,,,,,,
446,,150 ouros,,,,,,,,,,,,,
447,,93 ouros,,,,,,,,,,,,,
448,,116 ouros,,,,,,,,,,,,,
449,,140 ouros,,,,,,,,,,,,,
450,,187 ouros,,,,,,,,,,,,,
451,,112 ouros,,,,,,,,,,,,,
452,,139 ouros,,,,,,,,,,,,,
453,,168 ouros,,,,,,,,,,,,,
454,,225 ouros,,,,,,,,,,,,,
455,,Esquálio,Um peixe de água doce conhecido por seu apetite.,50 ouros  62 ouros  75 ouros  100 ouros,62 ouros  77 ouros  93 ouros  125 ouros,75 ouros  93 ouros  112 ouros  150 ouros,Rio(Floresta)  Lago da Montanha,Qualquer hora,Todas Estações,Qualquer,12-25,35 dardo,14.0,Conjunto Pesquisa de campo,
456,,50 ouros,,,,,,,,,,,,,
457,,62 ouros,,,,,,,,,,,,,
458,,75 ouros,,,,,,,,,,,,,
459,,100 ouros,,,,,,,,,,,,,
460,,62 ouros,,,,,,,,,,,,,
461,,77 ouros,,,,,,,,,,,,,
462,,93 ouros,,,,,,,,,,,,,
463,,125 ouros,,,,,,,,,,,,,
464,,75 ouros,,,,,,,,,,,,,
465,,93 ouros,,,,,,,,,,,,,
466,,112 ouros,,,,,,,,,,,,,
467,,150 ouros,,,,,,,,,,,,,
468,,Dourado,Um carnívoro inclemente com escamas laranjas brilhantes.,100 ouros  125 ouros  150 ouros  200 ouros,125 ouros  156 ouros  187 ouros  250 ouros,150 ouros  187 ouros  225 ouros  300 ouros,Rio (Floresta),6:00 - 19:00,Verão,Qualquer,61-84,78 misto,29.0,,
469,,100 ouros,,,,,,,,,,,,,
470,,125 ouros,,,,,,,,,,,,,
471,,150 ouros,,,,,,,,,,,,,
472,,200 ouros,,,,,,,,,,,,,
473,,125 ouros,,,,,,,,,,,,,
474,,156 ouros,,,,,,,,,,,,,
475,,187 ouros,,,,,,,,,,,,,
476,,250 ouros,,,,,,,,,,,,,
477,,150 ouros,,,,,,,,,,,,,
478,,187 ouros,,,,,,,,,,,,,
479,,225 ouros,,,,,,,,,,,,,
480,,300 ouros,,,,,,,,,,,,,
481,,Albacora,Prefere zonas de temperatura em que a água fria e quente se encontram.,75 ouros  93 ouros  112 ouros  150 ouros,93 ouros  116 ouros  140 ouros  187 ouros,112 ouros  139 ouros  168 ouros  225 ouros,Oceano,6:00 - 11:00  18:00 - 2:00,Outono  Inverno,Qualquer,51-104,60 misto,23.0,"Missão ""Guisado de peixe""",
482,,75 ouros,,,,,,,,,,,,,
483,,93 ouros,,,,,,,,,,,,,
484,,112 ouros,,,,,,,,,,,,,
485,,150 ouros,,,,,,,,,,,,,
486,,93 ouros,,,,,,,,,,,,,
487,,116 ouros,,,,,,,,,,,,,
488,,140 ouros,,,,,,,,,,,,,
489,,187 ouros,,,,,,,,,,,,,
490,,112 ouros,,,,,,,,,,,,,
491,,139 ouros,,,,,,,,,,,,,
492,,168 ouros,,,,,,,,,,,,,
493,,225 ouros,,,,,,,,,,,,,
494,,Alocine,"Vive em cardumes em água salgada, mas volta aos rios para se reproduzir.",60 ouros  75 ouros  90 ouros  120 ouros,75 ouros  93 ouros  112 ouros  150 ouros,90 ouros  112 ouros  135 ouros  180 ouros,Rio (Cidade+Floresta),9:00 - 2:00,Primavera  Verão  Outono,Chuva,51-124,45 suave,18.0,Conjunto Peixes de Rio,
495,,60 ouros,,,,,,,,,,,,,
496,,75 ouros,,,,,,,,,,,,,
497,,90 ouros,,,,,,,,,,,,,
498,,120 ouros,,,,,,,,,,,,,
499,,75 ouros,,,,,,,,,,,,,
500,,93 ouros,,,,,,,,,,,,,
501,,112 ouros,,,,,,,,,,,,,
502,,150 ouros,,,,,,,,,,,,,
503,,90 ouros,,,,,,,,,,,,,
504,,112 ouros,,,,,,,,,,,,,
505,,135 ouros,,,,,,,,,,,,,
506,,180 ouros,,,,,,,,,,,,,
507,,Ófis,Um terrível predador que come quase qualquer coisa que consegue colocar na boca.,120 ouros  150 ouros  180 ouros  240 ouros,150 ouros  187 ouros  225 ouros  300 ouros,180 ouros  225 ouros  270 ouros  360 ouros,Rio (Cidade+Floresta)  Lago da Montanha,Qualquer hora,Inverno,Qualquer,76-130,85 misto,31.0,"Missão ""Pegue um Ófis""",
508,,120 ouros,,,,,,,,,,,,,
509,,150 ouros,,,,,,,,,,,,,
510,,180 ouros,,,,,,,,,,,,,
511,,240 ouros,,,,,,,,,,,,,
512,,150 ouros,,,,,,,,,,,,,
513,,187 ouros,,,,,,,,,,,,,
514,,225 ouros,,,,,,,,,,,,,
515,,300 ouros,,,,,,,,,,,,,
516,,180 ouros,,,,,,,,,,,,,
517,,225 ouros,,,,,,,,,,,,,
518,,270 ouros,,,,,,,,,,,,,
519,,360 ouros,,,,,,,,,,,,,
520,,Halibute,Um peixe chato que vive no fundo do oceano.,80 ouros  100 ouros  120 ouros  160 ouros,100 ouros  125 ouros  150 ouros  200 ouros,120 ouros  150 ouros  180 ouros  240 ouros,Oceano  e  lago da montanha  | 6:00 - 11:00  19:00 - 2:00,Primavera  Verão  Inverno,Qualquer,25-86,50 pesado,19,,,
521,,80 ouros,,,,,,,,,,,,,
522,,100 ouros,,,,,,,,,,,,,
523,,120 ouros,,,,,,,,,,,,,
524,,160 ouros,,,,,,,,,,,,,
525,,100 ouros,,,,,,,,,,,,,
526,,125 ouros,,,,,,,,,,,,,
527,,150 ouros,,,,,,,,,,,,,
528,,200 ouros,,,,,,,,,,,,,
529,,120 ouros,,,,,,,,,,,,,
530,,150 ouros,,,,,,,,,,,,,
531,,180 ouros,,,,,,,,,,,,,
532,,240 ouros,,,,,,,,,,,,,
533,,Madeirão,Um peixe muito sensível que só pode viver em lagos no meio da floresta.,75 ouros  93 ouros  112 ouros  150 ouros,93 ouros  116 ouros  140 ouros  187 ouros,112 ouros  139 ouros  168 ouros  225 ouros,Lagoa do Bosque Secreto  Fazenda na Floresta,Qualquer hora,Todas Estações,Qualquer,28-79,50 misto,19.0,Conjunto Peixes Especializados,
534,,75 ouros,,,,,,,,,,,,,
535,,93 ouros,,,,,,,,,,,,,
536,,112 ouros,,,,,,,,,,,,,
537,,150 ouros,,,,,,,,,,,,,
538,,93 ouros,,,,,,,,,,,,,
539,,116 ouros,,,,,,,,,,,,,
540,,140 ouros,,,,,,,,,,,,,
541,,187 ouros,,,,,,,,,,,,,
542,,112 ouros,,,,,,,,,,,,,
543,,139 ouros,,,,,,,,,,,,,
544,,168 ouros,,,,,,,,,,,,,
545,,225 ouros,,,,,,,,,,,,,
546,,Salmão nulo,"Um salmão modificado por energia nula. A carne fresca é preta como carvão, mas fica rosa rapidamente quando exposta ao ar.",150 ouros  187 ouros  225 ouros  300 ouros,187 ouros  233 ouros  281 ouros  375 ouros,225 ouros  280 ouros  337 ouros  450 ouros,Pântano da bruxa,Qualquer hora,Todas Estações,Qualquer,61-165,80 misto,29.0,Conjunto A Desaparecida,
547,,150 ouros,,,,,,,,,,,,,
548,,187 ouros,,,,,,,,,,,,,
549,,225 ouros,,,,,,,,,,,,,
550,,300 ouros,,,,,,,,,,,,,
551,,187 ouros,,,,,,,,,,,,,
552,,233 ouros,,,,,,,,,,,,,
553,,281 ouros,,,,,,,,,,,,,
554,,375 ouros,,,,,,,,,,,,,
555,,225 ouros,,,,,,,,,,,,,
556,,280 ouros,,,,,,,,,,,,,
557,,337 ouros,,,,,,,,,,,,,
558,,450 ouros,,,,,,,,,,,,,
559,,Salmão mutante,Ele está coberto em uma camada de gosma espessa. Ele fica saindo das suas mãos!,100 ouros  125 ouros  150 ouros  200 ouros,125 ouros  156 ouros  187 ouros  250 ouros,150 ouros  187 ouros  225 ouros  300 ouros,Covil dos Insetos Mutantes,Qualquer hora,Todas Estações,Qualquer,51-162,55 dardo,21.0,,
560,,100 ouros,,,,,,,,,,,,,
561,,125 ouros,,,,,,,,,,,,,
562,,150 ouros,,,,,,,,,,,,,
563,,200 ouros,,,,,,,,,,,,,
564,,125 ouros,,,,,,,,,,,,,
565,,156 ouros,,,,,,,,,,,,,
566,,187 ouros,,,,,,,,,,,,,
567,,250 ouros,,,,,,,,,,,,,
568,,150 ouros,,,,,,,,,,,,,
569,,187 ouros,,,,,,,,,,,,,
570,,225 ouros,,,,,,,,,,,,,
571,,300 ouros,,,,,,,,,,,,,
572,,Peixe-Leão,Um peixe predatório e agressivo com espinhos venenosos.,100 ouros  125 ouros  150 ouros  200 ouros,125 ouros  156 ouros  187 ouros  250 ouros,150 ouros  187 ouros  225 ouros  300 ouros,Oceano da  Ilha Gengibre,Qualquer hora,Todas Estações,Qualquer,3-13,50 suave,19.0,,
573,,100 ouros,,,,,,,,,,,,,
574,,125 ouros,,,,,,,,,,,,,
575,,150 ouros,,,,,,,,,,,,,
576,,200 ouros,,,,,,,,,,,,,
577,,125 ouros,,,,,,,,,,,,,
578,,156 ouros,,,,,,,,,,,,,
579,,187 ouros,,,,,,,,,,,,,
580,,250 ouros,,,,,,,,,,,,,
581,,150 ouros,,,,,,,,,,,,,
582,,187 ouros,,,,,,,,,,,,,
583,,225 ouros,,,,,,,,,,,,,
584,,300 ouros,,,,,,,,,,,,,
585,,Acará-Disco Azul,Um peixe tropical de cor vibrante muito comum em aquários.,120 ouros  150 ouros  180 ouros  240 ouros,150 ouros  187 ouros  225 ouros  300 ouros,180 ouros  225 ouros  270 ouros  360 ouros,Lagos e Rios da  Ilha Gengibre,Qualquer hora,Todas Estações,Qualquer,2-10,60 dardo,23.0,,
586,,120 ouros,,,,,,,,,,,,,
587,,150 ouros,,,,,,,,,,,,,
588,,180 ouros,,,,,,,,,,,,,
589,,240 ouros,,,,,,,,,,,,,
590,,150 ouros,,,,,,,,,,,,,
591,,187 ouros,,,,,,,,,,,,,
592,,225 ouros,,,,,,,,,,,,,
593,,300 ouros,,,,,,,,,,,,,
594,,180 ouros,,,,,,,,,,,,,
595,,225 ouros,,,,,,,,,,,,,
596,,270 ouros,,,,,,,,,,,,,
597,,360 ouros,,,,,,,,,,,,,
598,,Gobi,,150 ouros  187 ouros  225 ouros  300 ouros,187 ouros  233 ouros  281 ouros  375 ouros,225 ouros  280 ouros  337 ouros  450 ouros,Cachoeira da  Floresta Cinzaseiva,Qualquer hora,Todas Estações,Qualquer,3–13,55 dardo,21.0,,
599,,150 ouros,,,,,,,,,,,,,
600,,187 ouros,,,,,,,,,,,,,
601,,225 ouros,,,,,,,,,,,,,
602,,300 ouros,,,,,,,,,,,,,
603,,187 ouros,,,,,,,,,,,,,
604,,233 ouros,,,,,,,,,,,,,
605,,281 ouros,,,,,,,,,,,,,
606,,375 ouros,,,,,,,,,,,,,
607,,225 ouros,,,,,,,,,,,,,
608,,280 ouros,,,,,,,,,,,,,
609,,337 ouros,,,,,,,,,,,,,
610,,450 ouros,,,,,,,,,,,,,
611,,Arraia,"Mesmo tendo um espinho venenoso, estes peixes são tímidos e preferem evitar humanos.",180 ouros  225 ouros  270 ouros  360 ouros,225 ouros  281 ouros  337 ouros  450 ouros,270 ouros  337 ouros  405 ouros  540 ouros,Caverna do Pirata (Ilha Gengibre),Qualquer hora,Todas Estações,Qualquer,18-61,80 pesado,29.0,,
612,,180 ouros,,,,,,,,,,,,,
613,,225 ouros,,,,,,,,,,,,,
614,,270 ouros,,,,,,,,,,,,,
615,,360 ouros,,,,,,,,,,,,,
616,,225 ouros,,,,,,,,,,,,,
617,,281 ouros,,,,,,,,,,,,,
618,,337 ouros,,,,,,,,,,,,,
619,,450 ouros,,,,,,,,,,,,,
620,,270 ouros,,,,,,,,,,,,,
621,,337 ouros,,,,,,,,,,,,,
622,,405 ouros,,,,,,,,,,,,,
623,,540 ouros,,,,,,,,,,,,,
